text
"In 1995, Mexico consumed 58.26 TWh of coal."
"In 1996, Mexico consumed 66.80 TWh of coal."
"In 1997, Mexico consumed 66.86 TWh of coal."
"In 1998, Mexico consumed 68.35 TWh of coal."
"In 1999, Mexico consumed 69.55 TWh of coal."
"In 2000, Mexico consumed 76.19 TWh of coal."
"In 2001, Mexico consumed 83.67 TWh of coal."
"In 2002, Mexico consumed 140.11 TWh of coal."
"In 2003, Mexico consumed 103.32 TWh of coal."
"In 2004, Mexico consumed 105.72 TWh of coal."
"In 2005, Mexico consumed 133.43 TWh of coal."
"In 2006, Mexico consumed 143.20 TWh of coal."
"In 2007, Mexico consumed 131.58 TWh of coal."
"In 2008, Mexico consumed 117.55 TWh of coal."
"In 2009, Mexico consumed 119.75 TWh of coal."
"In 2010, Mexico consumed 148.12 TWh of coal."
"In 2011, Mexico consumed 171.33 TWh of coal."
"In 2012, Mexico consumed 149.27 TWh of coal."
"In 2013, Mexico consumed 148.23 TWh of coal."
"In 2014, Mexico consumed 147.94 TWh of coal."
"In 2015, Mexico consumed 147.65 TWh of coal."
"In 2016, Mexico consumed 144.63 TWh of coal."
"In 2017, Mexico consumed 176.75 TWh of coal."
"In 2018, Mexico consumed 157.55 TWh of coal."
"In 2019, Mexico consumed 150.41 TWh of coal."
"In 2020, Mexico consumed 66.49 TWh of coal."
"In 2021, Mexico consumed 55.13 TWh of coal."
"In 2022, Mexico consumed 67.84 TWh of coal."
"In 2023, Mexico consumed 73.32 TWh of coal."
"In 1965, Middle Africa (EI) consumed 2.12 TWh of coal."
"In 1966, Middle Africa (EI) consumed 2.34 TWh of coal."
"In 1967, Middle Africa (EI) consumed 2.23 TWh of coal."
"In 1968, Middle Africa (EI) consumed 2.44 TWh of coal."
"In 1969, Middle Africa (EI) consumed 2.62 TWh of coal."
"In 1970, Middle Africa (EI) consumed 2.49 TWh of coal."
"In 1971, Middle Africa (EI) consumed 2.59 TWh of coal."
"In 1972, Middle Africa (EI) consumed 2.46 TWh of coal."
"In 1973, Middle Africa (EI) consumed 2.50 TWh of coal."
"In 1974, Middle Africa (EI) consumed 2.45 TWh of coal."
"In 1975, Middle Africa (EI) consumed 2.40 TWh of coal."
"In 1976, Middle Africa (EI) consumed 2.58 TWh of coal."
"In 1977, Middle Africa (EI) consumed 2.61 TWh of coal."
"In 1978, Middle Africa (EI) consumed 2.44 TWh of coal."
"In 1979, Middle Africa (EI) consumed 2.19 TWh of coal."
"In 1980, Middle Africa (EI) consumed 2.44 TWh of coal."
"In 1981, Middle Africa (EI) consumed 2.48 TWh of coal."
"In 1982, Middle Africa (EI) consumed 2.39 TWh of coal."
"In 1983, Middle Africa (EI) consumed 2.35 TWh of coal."
"In 1984, Middle Africa (EI) consumed 2.39 TWh of coal."
"In 1985, Middle Africa (EI) consumed 2.39 TWh of coal."
"In 1986, Middle Africa (EI) consumed 2.43 TWh of coal."
"In 1987, Middle Africa (EI) consumed 2.46 TWh of coal."
"In 1988, Middle Africa (EI) consumed 2.49 TWh of coal."
"In 1989, Middle Africa (EI) consumed 2.56 TWh of coal."
"In 1990, Middle Africa (EI) consumed 2.58 TWh of coal."
"In 1991, Middle Africa (EI) consumed 0.61 TWh of coal."
"In 1992, Middle Africa (EI) consumed 0.61 TWh of coal."
"In 1993, Middle Africa (EI) consumed 0.10 TWh of coal."
"In 1994, Middle Africa (EI) consumed 0.08 TWh of coal."
"In 1995, Middle Africa (EI) consumed 0.67 TWh of coal."
"In 1996, Middle Africa (EI) consumed 0.68 TWh of coal."
"In 1997, Middle Africa (EI) consumed 0.69 TWh of coal."
"In 1998, Middle Africa (EI) consumed 0.73 TWh of coal."
"In 1999, Middle Africa (EI) consumed 0.52 TWh of coal."
"In 2000, Middle Africa (EI) consumed 0.45 TWh of coal."
"In 2001, Middle Africa (EI) consumed 0.32 TWh of coal."
"In 2002, Middle Africa (EI) consumed 0.31 TWh of coal."
"In 2003, Middle Africa (EI) consumed 0.32 TWh of coal."
"In 2004, Middle Africa (EI) consumed 0.86 TWh of coal."
"In 2005, Middle Africa (EI) consumed 1.03 TWh of coal."
"In 2006, Middle Africa (EI) consumed 1.31 TWh of coal."
"In 2007, Middle Africa (EI) consumed 1.43 TWh of coal."
"In 2008, Middle Africa (EI) consumed 1.21 TWh of coal."
"In 2009, Middle Africa (EI) consumed 1.56 TWh of coal."
"In 2010, Middle Africa (EI) consumed 1.59 TWh of coal."
"In 2011, Middle Africa (EI) consumed 1.44 TWh of coal."
"In 2012, Middle Africa (EI) consumed 0.55 TWh of coal."
"In 2013, Middle Africa (EI) consumed 0.36 TWh of coal."
"In 2014, Middle Africa (EI) consumed 0.21 TWh of coal."
"In 2015, Middle Africa (EI) consumed 0.86 TWh of coal."
"In 2016, Middle Africa (EI) consumed 0.86 TWh of coal."
"In 2017, Middle Africa (EI) consumed 3.29 TWh of coal."
"In 2018, Middle Africa (EI) consumed 3.89 TWh of coal."
"In 2019, Middle Africa (EI) consumed 3.11 TWh of coal."
"In 2020, Middle Africa (EI) consumed 3.29 TWh of coal."
"In 2021, Middle Africa (EI) consumed 4.05 TWh of coal."
"In 2022, Middle Africa (EI) consumed 4.82 TWh of coal."
"In 2023, Middle Africa (EI) consumed 6.46 TWh of coal."
"In 1965, Middle East (EI) consumed 2.53 TWh of coal."
"In 1966, Middle East (EI) consumed 2.77 TWh of coal."
"In 1967, Middle East (EI) consumed 3.05 TWh of coal."
"In 1968, Middle East (EI) consumed 3.36 TWh of coal."
"In 1969, Middle East (EI) consumed 3.70 TWh of coal."
"In 1970, Middle East (EI) consumed 4.07 TWh of coal."
"In 1971, Middle East (EI) consumed 2.90 TWh of coal."
"In 1972, Middle East (EI) consumed 4.46 TWh of coal."
"In 1973, Middle East (EI) consumed 7.54 TWh of coal."
"In 1974, Middle East (EI) consumed 8.19 TWh of coal."
"In 1975, Middle East (EI) consumed 15.10 TWh of coal."
"In 1976, Middle East (EI) consumed 14.88 TWh of coal."
"In 1977, Middle East (EI) consumed 15.05 TWh of coal."
"In 1978, Middle East (EI) consumed 9.25 TWh of coal."
"In 1979, Middle East (EI) consumed 13.29 TWh of coal."
"In 1980, Middle East (EI) consumed 14.00 TWh of coal."
"In 1981, Middle East (EI) consumed 11.74 TWh of coal."
"In 1982, Middle East (EI) consumed 22.22 TWh of coal."
"In 1983, Middle East (EI) consumed 27.01 TWh of coal."
"In 1984, Middle East (EI) consumed 31.16 TWh of coal."
"In 1985, Middle East (EI) consumed 32.74 TWh of coal."
"In 1986, Middle East (EI) consumed 34.94 TWh of coal."
"In 1987, Middle East (EI) consumed 36.30 TWh of coal."
"In 1988, Middle East (EI) consumed 35.59 TWh of coal."
"In 1989, Middle East (EI) consumed 34.55 TWh of coal."
"In 1990, Middle East (EI) consumed 35.83 TWh of coal."
"In 1991, Middle East (EI) consumed 41.66 TWh of coal."
"In 1992, Middle East (EI) consumed 47.14 TWh of coal."
"In 1993, Middle East (EI) consumed 55.14 TWh of coal."
"In 1994, Middle East (EI) consumed 57.69 TWh of coal."
"In 1995, Middle East (EI) consumed 61.44 TWh of coal."
"In 1996, Middle East (EI) consumed 72.35 TWh of coal."
"In 1997, Middle East (EI) consumed 77.74 TWh of coal."
"In 1998, Middle East (EI) consumed 84.52 TWh of coal."
"In 1999, Middle East (EI) consumed 82.58 TWh of coal."
"In 2000, Middle East (EI) consumed 89.48 TWh of coal."
"In 2001, Middle East (EI) consumed 100.73 TWh of coal."
"In 2002, Middle East (EI) consumed 105.68 TWh of coal."
"In 2003, Middle East (EI) consumed 110.43 TWh of coal."
"In 2004, Middle East (EI) consumed 112.08 TWh of coal."
"In 2005, Middle East (EI) consumed 115.18 TWh of coal."
"In 2006, Middle East (EI) consumed 113.91 TWh of coal."
"In 2007, Middle East (EI) consumed 115.40 TWh of coal."
"In 2008, Middle East (EI) consumed 113.10 TWh of coal."
"In 2009, Middle East (EI) consumed 105.00 TWh of coal."
"In 2010, Middle East (EI) consumed 115.50 TWh of coal."
"In 2011, Middle East (EI) consumed 116.57 TWh of coal."
"In 2012, Middle East (EI) consumed 137.63 TWh of coal."
"In 2013, Middle East (EI) consumed 122.58 TWh of coal."
"In 2014, Middle East (EI) consumed 122.48 TWh of coal."
"In 2015, Middle East (EI) consumed 116.73 TWh of coal."
"In 2016, Middle East (EI) consumed 105.77 TWh of coal."
"In 2017, Middle East (EI) consumed 104.39 TWh of coal."
"In 2018, Middle East (EI) consumed 103.31 TWh of coal."
"In 2019, Middle East (EI) consumed 105.94 TWh of coal."
"In 2020, Middle East (EI) consumed 103.18 TWh of coal."
"In 2021, Middle East (EI) consumed 104.74 TWh of coal."
"In 2022, Middle East (EI) consumed 105.08 TWh of coal."
"In 2023, Middle East (EI) consumed 105.30 TWh of coal."
"In 1965, Morocco consumed 2.11 TWh of coal."
"In 1966, Morocco consumed 3.24 TWh of coal."
"In 1967, Morocco consumed 3.23 TWh of coal."
"In 1968, Morocco consumed 2.90 TWh of coal."
"In 1969, Morocco consumed 2.90 TWh of coal."
"In 1970, Morocco consumed 3.32 TWh of coal."
"In 1971, Morocco consumed 3.48 TWh of coal."
"In 1972, Morocco consumed 4.30 TWh of coal."
"In 1973, Morocco consumed 4.26 TWh of coal."
"In 1974, Morocco consumed 4.22 TWh of coal."
"In 1975, Morocco consumed 4.79 TWh of coal."
"In 1976, Morocco consumed 5.20 TWh of coal."
"In 1977, Morocco consumed 4.91 TWh of coal."
"In 1978, Morocco consumed 4.95 TWh of coal."
"In 1979, Morocco consumed 4.83 TWh of coal."
"In 1980, Morocco consumed 4.63 TWh of coal."
"In 1981, Morocco consumed 4.92 TWh of coal."
"In 1982, Morocco consumed 5.48 TWh of coal."
"In 1983, Morocco consumed 6.79 TWh of coal."
"In 1984, Morocco consumed 5.83 TWh of coal."
"In 1985, Morocco consumed 7.70 TWh of coal."
"In 1986, Morocco consumed 10.46 TWh of coal."
"In 1987, Morocco consumed 12.13 TWh of coal."
"In 1988, Morocco consumed 11.97 TWh of coal."
"In 1989, Morocco consumed 13.21 TWh of coal."
"In 1990, Morocco consumed 12.75 TWh of coal."
"In 1991, Morocco consumed 13.89 TWh of coal."
"In 1992, Morocco consumed 12.87 TWh of coal."
"In 1993, Morocco consumed 14.06 TWh of coal."
"In 1994, Morocco consumed 15.68 TWh of coal."
"In 1995, Morocco consumed 18.99 TWh of coal."
"In 1996, Morocco consumed 24.31 TWh of coal."
"In 1997, Morocco consumed 23.16 TWh of coal."
"In 1998, Morocco consumed 27.62 TWh of coal."
"In 1999, Morocco consumed 26.41 TWh of coal."
"In 2000, Morocco consumed 31.23 TWh of coal."
"In 2001, Morocco consumed 39.69 TWh of coal."
"In 2002, Morocco consumed 39.47 TWh of coal."
"In 2003, Morocco consumed 38.06 TWh of coal."
"In 2004, Morocco consumed 42.10 TWh of coal."
"In 2005, Morocco consumed 44.15 TWh of coal."
"In 2006, Morocco consumed 44.89 TWh of coal."
"In 2007, Morocco consumed 37.60 TWh of coal."
"In 2008, Morocco consumed 42.62 TWh of coal."
"In 2009, Morocco consumed 31.47 TWh of coal."
"In 2010, Morocco consumed 32.42 TWh of coal."
"In 2011, Morocco consumed 34.63 TWh of coal."
"In 2012, Morocco consumed 35.17 TWh of coal."
"In 2013, Morocco consumed 34.90 TWh of coal."
"In 2014, Morocco consumed 46.95 TWh of coal."
"In 2015, Morocco consumed 51.70 TWh of coal."
"In 2016, Morocco consumed 49.82 TWh of coal."
"In 2017, Morocco consumed 51.78 TWh of coal."
"In 2018, Morocco consumed 59.89 TWh of coal."
"In 2019, Morocco consumed 77.49 TWh of coal."
"In 2020, Morocco consumed 79.83 TWh of coal."
"In 2021, Morocco consumed 85.97 TWh of coal."
"In 2022, Morocco consumed 86.36 TWh of coal."
"In 2023, Morocco consumed 81.01 TWh of coal."
"In 1965, Netherlands consumed 103.06 TWh of coal."
"In 1966, Netherlands consumed 93.89 TWh of coal."
"In 1967, Netherlands consumed 90.28 TWh of coal."
"In 1968, Netherlands consumed 85.56 TWh of coal."
"In 1969, Netherlands consumed 72.78 TWh of coal."
"In 1970, Netherlands consumed 53.33 TWh of coal."
"In 1971, Netherlands consumed 40.28 TWh of coal."
"In 1972, Netherlands consumed 34.44 TWh of coal."
"In 1973, Netherlands consumed 35.00 TWh of coal."
"In 1974, Netherlands consumed 33.33 TWh of coal."
"In 1975, Netherlands consumed 28.06 TWh of coal."
"In 1976, Netherlands consumed 35.00 TWh of coal."
"In 1977, Netherlands consumed 36.67 TWh of coal."
"In 1978, Netherlands consumed 41.94 TWh of coal."
"In 1979, Netherlands consumed 40.00 TWh of coal."
"In 1980, Netherlands consumed 46.39 TWh of coal."
"In 1981, Netherlands consumed 51.39 TWh of coal."
"In 1982, Netherlands consumed 59.44 TWh of coal."
"In 1983, Netherlands consumed 61.39 TWh of coal."
"In 1984, Netherlands consumed 74.17 TWh of coal."
"In 1985, Netherlands consumed 73.89 TWh of coal."
"In 1986, Netherlands consumed 76.11 TWh of coal."
"In 1987, Netherlands consumed 80.28 TWh of coal."
"In 1988, Netherlands consumed 96.11 TWh of coal."
"In 1989, Netherlands consumed 95.28 TWh of coal."
"In 1990, Netherlands consumed 101.67 TWh of coal."
"In 1991, Netherlands consumed 93.61 TWh of coal."
"In 1992, Netherlands consumed 93.33 TWh of coal."
"In 1993, Netherlands consumed 94.17 TWh of coal."
"In 1994, Netherlands consumed 100.28 TWh of coal."
"In 1995, Netherlands consumed 103.61 TWh of coal."
"In 1996, Netherlands consumed 100.00 TWh of coal."
"In 1997, Netherlands consumed 97.22 TWh of coal."
"In 1998, Netherlands consumed 99.17 TWh of coal."
"In 1999, Netherlands consumed 86.94 TWh of coal."
"In 2000, Netherlands consumed 90.28 TWh of coal."
"In 2001, Netherlands consumed 96.11 TWh of coal."
"In 2002, Netherlands consumed 96.67 TWh of coal."
"In 2003, Netherlands consumed 100.00 TWh of coal."
"In 2004, Netherlands consumed 98.61 TWh of coal."
"In 2005, Netherlands consumed 94.17 TWh of coal."
"In 2006, Netherlands consumed 89.72 TWh of coal."
"In 2007, Netherlands consumed 97.78 TWh of coal."
"In 2008, Netherlands consumed 92.50 TWh of coal."
"In 2009, Netherlands consumed 87.22 TWh of coal."
"In 2010, Netherlands consumed 87.78 TWh of coal."
"In 2011, Netherlands consumed 86.58 TWh of coal."
"In 2012, Netherlands consumed 95.14 TWh of coal."
"In 2013, Netherlands consumed 95.19 TWh of coal."
"In 2014, Netherlands consumed 105.31 TWh of coal."
"In 2015, Netherlands consumed 128.67 TWh of coal."
"In 2016, Netherlands consumed 119.28 TWh of coal."
"In 2017, Netherlands consumed 106.97 TWh of coal."
"In 2018, Netherlands consumed 96.08 TWh of coal."
"In 2019, Netherlands consumed 74.69 TWh of coal."
"In 2020, Netherlands consumed 47.78 TWh of coal."
"In 2021, Netherlands consumed 65.11 TWh of coal."
"In 2022, Netherlands consumed 64.33 TWh of coal."
"In 2023, Netherlands consumed 43.99 TWh of coal."
"In 1965, New Zealand consumed 19.13 TWh of coal."
"In 1966, New Zealand consumed 18.61 TWh of coal."
"In 1967, New Zealand consumed 16.99 TWh of coal."
"In 1968, New Zealand consumed 15.99 TWh of coal."
"In 1969, New Zealand consumed 16.40 TWh of coal."
"In 1970, New Zealand consumed 16.41 TWh of coal."
"In 1971, New Zealand consumed 14.60 TWh of coal."
"In 1972, New Zealand consumed 14.96 TWh of coal."
"In 1973, New Zealand consumed 16.94 TWh of coal."
"In 1974, New Zealand consumed 17.44 TWh of coal."
"In 1975, New Zealand consumed 16.42 TWh of coal."
"In 1976, New Zealand consumed 16.92 TWh of coal."
"In 1977, New Zealand consumed 16.11 TWh of coal."
"In 1978, New Zealand consumed 14.86 TWh of coal."
"In 1979, New Zealand consumed 13.25 TWh of coal."
"In 1980, New Zealand consumed 13.63 TWh of coal."
"In 1981, New Zealand consumed 13.58 TWh of coal."
"In 1982, New Zealand consumed 13.31 TWh of coal."
"In 1983, New Zealand consumed 14.75 TWh of coal."
"In 1984, New Zealand consumed 13.72 TWh of coal."
"In 1985, New Zealand consumed 12.67 TWh of coal."
"In 1986, New Zealand consumed 14.56 TWh of coal."
"In 1987, New Zealand consumed 12.15 TWh of coal."
"In 1988, New Zealand consumed 13.17 TWh of coal."
"In 1989, New Zealand consumed 14.33 TWh of coal."
"In 1990, New Zealand consumed 13.93 TWh of coal."
"In 1991, New Zealand consumed 13.28 TWh of coal."
"In 1992, New Zealand consumed 14.62 TWh of coal."
"In 1993, New Zealand consumed 14.41 TWh of coal."
"In 1994, New Zealand consumed 13.62 TWh of coal."
"In 1995, New Zealand consumed 13.66 TWh of coal."
"In 1996, New Zealand consumed 13.46 TWh of coal."
"In 1997, New Zealand consumed 14.53 TWh of coal."
"In 1998, New Zealand consumed 13.25 TWh of coal."
"In 1999, New Zealand consumed 13.57 TWh of coal."
"In 2000, New Zealand consumed 12.86 TWh of coal."
"In 2001, New Zealand consumed 15.93 TWh of coal."
"In 2002, New Zealand consumed 15.92 TWh of coal."
"In 2003, New Zealand consumed 22.97 TWh of coal."
"In 2004, New Zealand consumed 23.74 TWh of coal."
"In 2005, New Zealand consumed 26.43 TWh of coal."
"In 2006, New Zealand consumed 26.02 TWh of coal."
"In 2007, New Zealand consumed 19.72 TWh of coal."
"In 2008, New Zealand consumed 24.47 TWh of coal."
"In 2009, New Zealand consumed 18.82 TWh of coal."
"In 2010, New Zealand consumed 16.07 TWh of coal."
"In 2011, New Zealand consumed 16.27 TWh of coal."
"In 2012, New Zealand consumed 20.27 TWh of coal."
"In 2013, New Zealand consumed 17.88 TWh of coal."
"In 2014, New Zealand consumed 16.51 TWh of coal."
"In 2015, New Zealand consumed 16.67 TWh of coal."
"In 2016, New Zealand consumed 13.80 TWh of coal."
"In 2017, New Zealand consumed 14.54 TWh of coal."
"In 2018, New Zealand consumed 15.67 TWh of coal."
"In 2019, New Zealand consumed 16.65 TWh of coal."
"In 2020, New Zealand consumed 15.76 TWh of coal."
"In 2021, New Zealand consumed 18.39 TWh of coal."
"In 2022, New Zealand consumed 12.75 TWh of coal."
"In 2023, New Zealand consumed 11.39 TWh of coal."
"In 1965, Non-OECD (EI) consumed 5976.65 TWh of coal."
"In 1966, Non-OECD (EI) consumed 6205.59 TWh of coal."
"In 1967, Non-OECD (EI) consumed 6131.51 TWh of coal."
"In 1968, Non-OECD (EI) consumed 6150.34 TWh of coal."
"In 1969, Non-OECD (EI) consumed 6532.68 TWh of coal."
"In 1970, Non-OECD (EI) consumed 6926.31 TWh of coal."
"In 1971, Non-OECD (EI) consumed 7355.35 TWh of coal."
"In 1972, Non-OECD (EI) consumed 7614.13 TWh of coal."
"In 1973, Non-OECD (EI) consumed 7738.44 TWh of coal."
"In 1974, Non-OECD (EI) consumed 7831.77 TWh of coal."
"In 1975, Non-OECD (EI) consumed 8352.20 TWh of coal."
"In 1976, Non-OECD (EI) consumed 8483.52 TWh of coal."
"In 1977, Non-OECD (EI) consumed 8903.10 TWh of coal."
"In 1978, Non-OECD (EI) consumed 9192.64 TWh of coal."
"In 1979, Non-OECD (EI) consumed 9468.68 TWh of coal."
"In 1980, Non-OECD (EI) consumed 9581.24 TWh of coal."
"In 1981, Non-OECD (EI) consumed 9751.69 TWh of coal."
"In 1982, Non-OECD (EI) consumed 10128.74 TWh of coal."
"In 1983, Non-OECD (EI) consumed 10564.21 TWh of coal."
"In 1984, Non-OECD (EI) consumed 11031.75 TWh of coal."
"In 1985, Non-OECD (EI) consumed 11511.14 TWh of coal."
"In 1986, Non-OECD (EI) consumed 11937.09 TWh of coal."
"In 1987, Non-OECD (EI) consumed 12558.15 TWh of coal."
"In 1988, Non-OECD (EI) consumed 13061.05 TWh of coal."
"In 1989, Non-OECD (EI) consumed 13215.72 TWh of coal."
"In 1990, Non-OECD (EI) consumed 13242.27 TWh of coal."
"In 1991, Non-OECD (EI) consumed 13262.13 TWh of coal."
"In 1992, Non-OECD (EI) consumed 13468.81 TWh of coal."
"In 1993, Non-OECD (EI) consumed 13663.50 TWh of coal."
"In 1994, Non-OECD (EI) consumed 13762.68 TWh of coal."
"In 1995, Non-OECD (EI) consumed 13876.16 TWh of coal."
"In 1996, Non-OECD (EI) consumed 14118.45 TWh of coal."
"In 1997, Non-OECD (EI) consumed 13969.67 TWh of coal."
"In 1998, Non-OECD (EI) consumed 13873.14 TWh of coal."
"In 1999, Non-OECD (EI) consumed 14104.03 TWh of coal."
"In 2000, Non-OECD (EI) consumed 14528.90 TWh of coal."
"In 2001, Non-OECD (EI) consumed 15107.88 TWh of coal."
"In 2002, Non-OECD (EI) consumed 16038.65 TWh of coal."
"In 2003, Non-OECD (EI) consumed 18281.36 TWh of coal."
"In 2004, Non-OECD (EI) consumed 20400.48 TWh of coal."
"In 2005, Non-OECD (EI) consumed 22811.90 TWh of coal."
"In 2006, Non-OECD (EI) consumed 24581.77 TWh of coal."
"In 2007, Non-OECD (EI) consumed 26529.47 TWh of coal."
"In 2008, Non-OECD (EI) consumed 27324.24 TWh of coal."
"In 2009, Non-OECD (EI) consumed 28148.02 TWh of coal."
"In 2010, Non-OECD (EI) consumed 29212.65 TWh of coal."
"In 2011, Non-OECD (EI) consumed 31407.71 TWh of coal."
"In 2012, Non-OECD (EI) consumed 32033.12 TWh of coal."
"In 2013, Non-OECD (EI) consumed 32572.78 TWh of coal."
"In 2014, Non-OECD (EI) consumed 32955.93 TWh of coal."
"In 2015, Non-OECD (EI) consumed 32509.08 TWh of coal."
"In 2016, Non-OECD (EI) consumed 32179.27 TWh of coal."
"In 2017, Non-OECD (EI) consumed 32713.52 TWh of coal."
"In 2018, Non-OECD (EI) consumed 33740.91 TWh of coal."
"In 2019, Non-OECD (EI) consumed 34629.73 TWh of coal."
"In 2020, Non-OECD (EI) consumed 34635.62 TWh of coal."
"In 2021, Non-OECD (EI) consumed 36277.11 TWh of coal."
"In 2022, Non-OECD (EI) consumed 36846.72 TWh of coal."
"In 2023, Non-OECD (EI) consumed 38578.91 TWh of coal."
"In 1965, North America consumed 3412.83 TWh of coal."
"In 1966, North America consumed 3566.43 TWh of coal."
"In 1967, North America consumed 3502.90 TWh of coal."
"In 1968, North America consumed 3634.59 TWh of coal."
"In 1969, North America consumed 3642.35 TWh of coal."
"In 1970, North America consumed 3624.51 TWh of coal."
"In 1971, North America consumed 3432.42 TWh of coal."
"In 1972, North America consumed 3556.75 TWh of coal."
"In 1973, North America consumed 3812.29 TWh of coal."
"In 1974, North America consumed 3731.26 TWh of coal."
"In 1975, North America consumed 3729.36 TWh of coal."
"In 1976, North America consumed 4013.34 TWh of coal."
"In 1977, North America consumed 4174.83 TWh of coal."
"In 1978, North America consumed 4084.03 TWh of coal."
"In 1979, North America consumed 4426.28 TWh of coal."
"In 1980, North America consumed 4579.55 TWh of coal."
"In 1981, North America consumed 4716.78 TWh of coal."
"In 1982, North America consumed 4573.80 TWh of coal."
"In 1983, North America consumed 4751.34 TWh of coal."
"In 1984, North America consumed 5111.61 TWh of coal."
"In 1985, North America consumed 5217.15 TWh of coal."
"In 1986, North America consumed 5136.49 TWh of coal."
"In 1987, North America consumed 5366.75 TWh of coal."
"In 1988, North America consumed 5620.67 TWh of coal."
"In 1989, North America consumed 5685.65 TWh of coal."
"In 1990, North America consumed 5696.63 TWh of coal."
"In 1991, North America consumed 5635.02 TWh of coal."
"In 1992, North America consumed 5677.26 TWh of coal."
"In 1993, North America consumed 5845.82 TWh of coal."
"In 1994, North America consumed 5891.26 TWh of coal."
"In 1995, North America consumed 5960.48 TWh of coal."
"In 1996, North America consumed 6229.24 TWh of coal."
"In 1997, North America consumed 6367.10 TWh of coal."
"In 1998, North America consumed 6449.97 TWh of coal."
"In 1999, North America consumed 6428.93 TWh of coal."
"In 2000, North America consumed 6722.44 TWh of coal."
"In 2001, North America consumed 6558.84 TWh of coal."
"In 2002, North America consumed 6621.08 TWh of coal."
"In 2003, North America consumed 6703.88 TWh of coal."
"In 2004, North America consumed 6726.99 TWh of coal."
"In 2005, North America consumed 6845.31 TWh of coal."
"In 2006, North America consumed 6749.26 TWh of coal."
"In 2007, North America consumed 6837.88 TWh of coal."
"In 2008, North America consumed 6706.34 TWh of coal."
"In 2009, North America consumed 5902.08 TWh of coal."
"In 2010, North America consumed 6254.49 TWh of coal."
"In 2011, North America consumed 5924.31 TWh of coal."
"In 2012, North America consumed 5254.53 TWh of coal."
"In 2013, North America consumed 5431.32 TWh of coal."
"In 2014, North America consumed 5409.32 TWh of coal."
"In 2015, North America consumed 4713.27 TWh of coal."
"In 2016, North America consumed 4341.47 TWh of coal."
"In 2017, North America consumed 4270.62 TWh of coal."
"In 2018, North America consumed 4047.92 TWh of coal."
"In 2019, North America consumed 3498.60 TWh of coal."
"In 2020, North America consumed 2803.00 TWh of coal."
"In 2021, North America consumed 3154.99 TWh of coal."
"In 2022, North America consumed 2960.75 TWh of coal."
"In 2023, North America consumed 2486.68 TWh of coal."
"In 1965, North America (EI) consumed 3412.25 TWh of coal."
"In 1966, North America (EI) consumed 3565.85 TWh of coal."
"In 1967, North America (EI) consumed 3502.32 TWh of coal."
"In 1968, North America (EI) consumed 3634.01 TWh of coal."
"In 1969, North America (EI) consumed 3641.76 TWh of coal."
"In 1970, North America (EI) consumed 3624.04 TWh of coal."
"In 1971, North America (EI) consumed 3432.04 TWh of coal."
"In 1972, North America (EI) consumed 3556.36 TWh of coal."
"In 1973, North America (EI) consumed 3811.96 TWh of coal."
"In 1974, North America (EI) consumed 3730.91 TWh of coal."
"In 1975, North America (EI) consumed 3728.92 TWh of coal."
"In 1976, North America (EI) consumed 4013.00 TWh of coal."
"In 1977, North America (EI) consumed 4174.18 TWh of coal."
"In 1978, North America (EI) consumed 4083.38 TWh of coal."
"In 1979, North America (EI) consumed 4425.73 TWh of coal."
"In 1980, North America (EI) consumed 4578.91 TWh of coal."
"In 1981, North America (EI) consumed 4716.15 TWh of coal."
"In 1982, North America (EI) consumed 4572.66 TWh of coal."
"In 1983, North America (EI) consumed 4748.99 TWh of coal."
"In 1984, North America (EI) consumed 5109.71 TWh of coal."
"In 1985, North America (EI) consumed 5213.41 TWh of coal."
"In 1986, North America (EI) consumed 5133.54 TWh of coal."
"In 1987, North America (EI) consumed 5362.12 TWh of coal."
"In 1988, North America (EI) consumed 5616.31 TWh of coal."
"In 1989, North America (EI) consumed 5681.65 TWh of coal."
"In 1990, North America (EI) consumed 5692.84 TWh of coal."
"In 1991, North America (EI) consumed 5631.06 TWh of coal."
"In 1992, North America (EI) consumed 5673.62 TWh of coal."
"In 1993, North America (EI) consumed 5842.05 TWh of coal."
"In 1994, North America (EI) consumed 5888.43 TWh of coal."
"In 1995, North America (EI) consumed 5957.55 TWh of coal."
"In 1996, North America (EI) consumed 6226.63 TWh of coal."
"In 1997, North America (EI) consumed 6364.28 TWh of coal."
"In 1998, North America (EI) consumed 6446.90 TWh of coal."
"In 1999, North America (EI) consumed 6425.33 TWh of coal."
"In 2000, North America (EI) consumed 6717.91 TWh of coal."
"In 2001, North America (EI) consumed 6554.11 TWh of coal."
"In 2002, North America (EI) consumed 6609.83 TWh of coal."
"In 2003, North America (EI) consumed 6688.21 TWh of coal."
"In 2004, North America (EI) consumed 6710.56 TWh of coal."
"In 2005, North America (EI) consumed 6828.73 TWh of coal."
"In 2006, North America (EI) consumed 6730.31 TWh of coal."
"In 2007, North America (EI) consumed 6818.20 TWh of coal."
"In 2008, North America (EI) consumed 6685.83 TWh of coal."
"In 2009, North America (EI) consumed 5882.20 TWh of coal."
"In 2010, North America (EI) consumed 6235.65 TWh of coal."
"In 2011, North America (EI) consumed 5903.12 TWh of coal."
"In 2012, North America (EI) consumed 5233.08 TWh of coal."
"In 2013, North America (EI) consumed 5409.84 TWh of coal."
